Keyword,Sentence
不如猪狗,你真是不如猪狗，蠢得要死！
不如猪狗,比不如猪狗还不如，简直就是个废物！
不如猪狗,滚远点，你这种不如猪狗的东西！
不如猪狗,你连猪狗都不如，简直丢人现眼！
不如猪狗,我呸！不如猪狗的东西，也敢在我面前嚣张？
不如猪狗,你这不如猪狗的样子，真是恶心！
不如猪狗,看你那德行，不如猪狗，还不如条狗！
不如猪狗,你就是个不如猪狗的东西，活该倒霉！
不如猪狗,真不如猪狗，气死我了！
不如猪狗,不如猪狗，你全家都这样！
你臭不要脸,你臭不要脸，真TM不要脸！
你臭不要脸,你这臭不要脸的家伙，滚远点！
你臭不要脸,你臭不要脸，厚颜无耻！
你臭不要脸,真是个臭不要脸的东西，恶心死了！
你臭不要脸,你臭不要脸，还装什么清纯！
你臭不要脸,你这个人臭不要脸，一点脸都不要了！
你臭不要脸,你臭不要脸，我呸！
你臭不要脸,你怎么这么臭不要脸啊？
你臭不要脸,真是臭不要脸，气死我了！
你臭不要脸,你这臭不要脸的嘴脸，真让人作呕！
没脸没皮,你这没脸没皮的东西，真不要脸！
没脸没皮,没脸没皮的家伙，做这种事居然还理直气壮！
没脸没皮,真是没脸没皮，厚颜无耻到极点！
没脸没皮,你这个人没脸没皮，根本不值得信任！
没脸没皮,没脸没皮的嘴脸，令人作呕！
没脸没皮,你这没脸没皮的家伙，我真想吐！
没脸没皮,这种没脸没皮的行为，令人愤慨！
没脸没皮,没脸没皮，死不要脸！
没脸没皮,你真是没脸没皮，毫无廉耻！
没脸没皮,没脸没皮的卑鄙小人！
烂泥扶不上墙,你这烂泥扶不上墙的东西，真是气死我了！
烂泥扶不上墙,烂泥扶不上墙，形容你再贴切不过了！
烂泥扶不上墙,看看你干的好事，真是烂泥扶不上墙！
烂泥扶不上墙,你就是个烂泥扶不上墙的废物！
烂泥扶不上墙,别挣扎了，你就是烂泥扶不上墙！
烂泥扶不上墙,烂泥扶不上墙，说的就是你这种人！
烂泥扶不上墙,你永远都是烂泥扶不上墙，没救了！
烂泥扶不上墙,这么简单的事都做不好，真是烂泥扶不上墙！
烂泥扶不上墙,你这个人啊，烂泥扶不上墙，无可救药！
烂泥扶不上墙,整天就知道混日子，烂泥扶不上墙！
死不要脸,你这死不要脸的东西，居然敢这么对我？
死不要脸,死不要脸！真以为自己天下无敌了？
死不要脸,真是个死不要脸的家伙，厚颜无耻！
死不要脸,死不要脸！你这种人我见多了！
死不要脸,你太死不要脸了，一点廉耻都没有！
死不要脸,死不要脸的骗子，滚远点！
死不要脸,怎么会有这么死不要脸的人啊！
死不要脸,你这个人死不要脸，令人作呕！
死不要脸,死不要脸！你以为我不知道你的真面目？
死不要脸,死不要脸的家伙，早晚要遭报应！
长得像坨屎,你长得像坨屎，真是辣眼睛！
长得像坨屎,长得像坨屎一样，丢人现眼！
长得像坨屎,看看你那张脸，长得像坨屎，真恶心！
长得像坨屎,你这模样，活脱脱一坨屎！
长得像坨屎,长得像坨屎，出门都嫌丢人！
长得像坨屎,真不知道你妈是怎么把你生得像坨屎的！
长得像坨屎,你简直就是一坨会动的屎！
长得像坨屎,长得像坨屎，还出来吓唬人！
长得像坨屎,你这个人渣，长得像坨屎一样！
长得像坨屎,你那张脸，简直就是坨会说话的屎！
话痨怪,你个话痨怪，一天到晚说个没完没了！
话痨怪,真是个话痨怪，烦都烦死了！
话痨怪,滚！话痨怪，别再烦我了！
话痨怪,你就是个话痨怪，谁受得了你啊！
话痨怪,吵死了，话痨怪！给我闭嘴！
话痨怪,话痨怪，你能不能少说两句？
话痨怪,真受不了你，话痨怪，叽叽喳喳的。
话痨怪,话痨怪，你真是让人讨厌！
话痨怪,这个话痨怪，整天没完没了的。
话痨怪,烦人的话痨怪，赶紧给我消失！
胡搅蛮缠鬼,你这胡搅蛮缠鬼，一天到晚就知道找茬！
胡搅蛮缠鬼,真是个胡搅蛮缠鬼，一点道理都不讲！
胡搅蛮缠鬼,胡搅蛮缠鬼！就知道在这里无理取闹！
胡搅蛮缠鬼,你个胡搅蛮缠鬼，烦死了！
胡搅蛮缠鬼,滚开，你这个胡搅蛮缠鬼！
胡搅蛮缠鬼,别再胡搅蛮缠了，你这个鬼东西！
胡搅蛮缠鬼,你就是个彻头彻尾的胡搅蛮缠鬼！
胡搅蛮缠鬼,我看你就是个胡搅蛮缠鬼，专门来捣乱的！
胡搅蛮缠鬼,胡搅蛮缠鬼，你给我闭嘴！
胡搅蛮缠鬼,真没想到你是个这么胡搅蛮缠的鬼！
造谣怪,你个造谣怪，整天满嘴谎话，真恶心！
造谣怪,造谣怪，你TM的证据呢？全是瞎编的吧？
造谣怪,滚！造谣怪，别在这儿污染环境了！
造谣怪,你就是个十足的造谣怪，不得好死！
造谣怪,造谣怪，你这种人渣，我呸！
造谣怪,别在这儿装了，造谣怪，你的谎言早被揭穿了！
造谣怪,造谣怪，你以为你很聪明吗？实际上就是个蠢货！
造谣怪,去死吧，造谣怪，你迟早会得到报应的！
造谣怪,你这个造谣怪，简直就是社会毒瘤！
造谣怪,造谣怪，你给我闭嘴！
带节奏狗,你个带节奏狗，一天到晚就知道挑拨离间！
带节奏狗,带节奏狗真恶心，就知道败坏风气！
带节奏狗,滚吧，带节奏狗，别在这儿丢人现眼了！
带节奏狗,你这带节奏狗，心思真阴暗！
带节奏狗,别装了，带节奏狗，你的目的大家都清楚！
带节奏狗,你就是个带节奏狗，专门破坏和谐！
带节奏狗,呸，带节奏狗，真下作！
带节奏狗,这种带节奏狗，就该拉黑！
带节奏狗,你这种带节奏狗，迟早要遭报应！
带节奏狗,别在这儿带节奏了，带节奏狗，没人理你！
阴阳怪气怪,你这阴阳怪气怪，说话一套一套的，恶心不恶心？
阴阳怪气怪,阴阳怪气怪，你以为你很聪明吗？实际上就是个蠢货！
阴阳怪气怪,滚远点，你个阴阳怪气怪，别在这里烦我！
阴阳怪气怪,阴阳怪气怪，你装什么清高，我看不起你这种人！
阴阳怪气怪,你阴阳怪气怪的样子真让人作呕，赶紧给我闭嘴！
阴阳怪气怪,你这阴阳怪气怪，说话没一句实话，真虚伪！
阴阳怪气怪,阴阳怪气怪，你以为你是谁啊？敢这么跟我说话？
阴阳怪气怪,别阴阳怪气怪的了，直接说你想干什么！
阴阳怪气怪,你这个人阴阳怪气怪的，真让人讨厌！
阴阳怪气怪,整天阴阳怪气怪的，你累不累啊？神经病！
键盘侠佬,你个键盘侠佬，只会躲在屏幕后面叫嚣！
键盘侠佬,键盘侠佬，整天喷粪，真没素质！
键盘侠佬,滚吧，你这种键盘侠佬，真恶心！
键盘侠佬,键盘侠佬，就知道在网上逞能！
键盘侠佬,你这键盘侠佬，真是个废物！
键盘侠佬,键盘侠佬，别以为躲在网上就安全了！
键盘侠佬,又是你个键盘侠佬，烦死了！
键盘侠佬,键盘侠佬，你有什么本事？
键盘侠佬,你这键盘侠佬，一天到晚就知道瞎逼逼！
键盘侠佬,键盘侠佬，你的嘴脸真丑陋！
抬杠王,你这抬杠王，一天到晚就知道抬杠！
抬杠王,抬杠王，你脑子有病吧？
抬杠王,滚，抬杠王！别烦我了！
抬杠王,你个抬杠王，真是让人恶心！
抬杠王,抬杠王，你真是个废物！
抬杠王,就知道抬杠的抬杠王，真没意思。
抬杠王,你这种抬杠王，我见多了。
抬杠王,抬杠王，你给我闭嘴！
抬杠王,死抬杠王，有完没完？
抬杠王,这抬杠王，气死我了！
打嘴炮怪,你个打嘴炮怪，就知道在网上bb，没点真本事！
打嘴炮怪,真是个打嘴炮怪，只会说大话，实际行动呢？
打嘴炮怪,打嘴炮怪，就知道逞口舌之快，没一个靠谱的！
打嘴炮怪,整天打嘴炮怪，就知道吹牛，烦死了！
打嘴炮怪,别装了，你就是个只会打嘴炮怪！
打嘴炮怪,打嘴炮怪，只会躲在屏幕后面逞强。
打嘴炮怪,就知道打嘴炮，你个没用的打嘴炮怪！
打嘴炮怪,虚伪的打嘴炮怪，满嘴跑火车！
打嘴炮怪,又一个打嘴炮怪，只会放空炮！
打嘴炮怪,打嘴炮怪，只会空谈，毫无行动！
嘴欠精,你这嘴欠精，一天到晚就知道瞎哔哔！
嘴欠精,嘴欠精，少在这里装腔作势！
嘴欠精,滚一边去，你个嘴欠精！
嘴欠精,真够嘴欠精的，烦死了！
嘴欠精,嘴欠精，你活该倒霉！
嘴欠精,你真是个十足的嘴欠精！
嘴欠精,这嘴欠精，一天不惹事不舒服是吧？
嘴欠精,别以为我不知道你就是个嘴欠精！
嘴欠精,这么嘴欠精，迟早要吃亏！
嘴欠精,嘴欠精，你给我闭嘴！
谣言佬,你个谣言佬，整天造谣生事，不得好死！
谣言佬,谣言佬，你TM少在这儿放屁！
谣言佬,滚吧，谣言佬，没人信你的鬼话！
谣言佬,又是你，这个传播谣言的卑鄙谣言佬！
谣言佬,你这谣言佬，信口雌黄，真是恶心！
谣言佬,谣言佬，你等着被告吧！
谣言佬,呸，谣言佬，你这种人渣！
谣言佬,你这个谣言佬，简直就是个社会毒瘤！
谣言佬,谣言佬，你给我闭嘴！
谣言佬,别在这儿装模作样了，谣言佬！
你脸可真大,你脸可真大，还真以为自己是个什么人物？
你脸可真大,你脸可真大，都成猪脸了，还出来丢人现眼！
你脸可真大,你脸可真大，居然敢这么对我说话！
你脸可真大,你脸可真大，厚颜无耻到了极点！
你脸可真大,你脸可真大，天下第一的脸皮！
你脸可真大,你脸可真大，都够做个脸盆了！
你脸可真大,你脸可真大，我都替你害臊！
你脸可真大,你脸可真大，不知道羞耻为何物！
你脸可真大,你脸可真大，简直是不要脸到了极点！
你脸可真大,你脸可真大，完全不顾别人的感受！
你真他妈搞笑,你真他妈搞笑，笑死我了，神经病吧！
你真他妈搞笑,你真他妈搞笑，蠢得像头猪！
你真他妈搞笑,你真他妈搞笑，装什么大尾巴狼！
你真他妈搞笑,你这表演真他妈搞笑，简直是灾难！
你真他妈搞笑,你真他妈搞笑，一点都不好笑！
你真他妈搞笑,你真他妈搞笑，能不能有点出息？
你真他妈搞笑,你真他妈搞笑，我都替你感到丢人！
你真他妈搞笑,你真他妈搞笑，笑掉大牙了！
你真他妈搞笑,你真他妈搞笑，简直是白痴一个！
你真他妈搞笑,你真他妈搞笑，我真是服了你了！
你活在厕所里吗,你活在厕所里吗？真是个臭傻逼！
你活在厕所里吗,你活在厕所里吗？你脑子进屎了吧？
你活在厕所里吗,你活在厕所里吗？这么脏，真是恶心！
你活在厕所里吗,你活在厕所里吗？说话这么难听！
你活在厕所里吗,你活在厕所里吗？整天就知道吃屎！
你活在厕所里吗,你活在厕所里吗？你这张臭嘴！
你活在厕所里吗,你活在厕所里吗？你真是个废物！
你活在厕所里吗,你活在厕所里吗？滚回你厕所里去！
你活在厕所里吗,你活在厕所里吗？你这人真下作！
你活在厕所里吗,你活在厕所里吗？你真是个没教养的东西！
你长这样不犯法？,你长这样不犯法？简直是个人间惨剧！
你长这样不犯法？,你长这样不犯法？长得跟猪一样！
你长这样不犯法？,你长这样不犯法？出门吓到小朋友了吧？
你长这样不犯法？,你长这样不犯法？真是辣眼睛啊！
你长这样不犯法？,你长这样不犯法？我怀疑你的审美有问题。
你长这样不犯法？,你长这样不犯法？这基因是怎么遗传下来的？
你长这样不犯法？,你长这样不犯法？简直是浪费空气！
你长这样不犯法？,你长这样不犯法？我劝你还是赶紧找个地缝钻进去吧。
你长这样不犯法？,你长这样不犯法？上帝造人的时候一定是手抖了。
你长这样不犯法？,你长这样不犯法？建议你去照照镜子冷静一下。
你比牛粪臭,你比牛粪臭，真他妈恶心！
你比牛粪臭,你比牛粪臭，滚远点别烦我！
你比牛粪臭,你这个人渣，你比牛粪臭一千倍！
你比牛粪臭,你比牛粪臭，臭不可闻，真让人想吐！
你比牛粪臭,我呸，你比牛粪臭，简直是个人形垃圾！
你比牛粪臭,你比牛粪臭，脑子进水了吧？
你比牛粪臭,你比牛粪臭，活该你一辈子失败！
你比牛粪臭,去死吧，你比牛粪臭，还不如条狗！
你比牛粪臭,你比牛粪臭，真是个废物！
你比牛粪臭,你比牛粪臭，连猪都不如！
你爸妈怎么生出你,你爸妈怎么生出你这么个玩意儿？
你爸妈怎么生出你,你爸妈怎么生出你这种废物？
你爸妈怎么生出你,你爸妈怎么生出你这么个蠢货？
你爸妈怎么生出你,你爸妈怎么生出你这么个白痴？
你爸妈怎么生出你,你爸妈怎么生出你这么个垃圾？
你爸妈怎么生出你,你爸妈怎么生出你这种没用的东西？
你爸妈怎么生出你,你爸妈怎么生出你这么个智障？
你爸妈怎么生出你,你爸妈怎么生出你这么个二货？
你爸妈怎么生出你,你爸妈怎么生出你这种令人作呕的东西？
你爸妈怎么生出你,你爸妈怎么生出你，真是个奇迹，负面的奇迹！
滚粗,滚粗！你个垃圾，别在我面前晃悠！
滚粗,滚粗，别再来烦我了，你烦死了！
滚粗,滚粗！你什么都不是，只会在这里唧唧歪歪。
滚粗,你这废物，赶紧滚粗，别碍眼！
滚粗,滚粗！别以为我不知道你那些小动作！
滚粗,滚粗！你就是个卑鄙小人，令人恶心！
滚粗,滚粗！别再让我看到你，否则后果自负！
滚粗,滚粗，你这讨厌鬼，真是让人火大！
滚粗,你给我滚粗，别在这里装模作样！
滚粗,滚粗！你这蠢货，一点用都没有！
你说话像放屁,你说话像放屁，臭不可闻，真恶心！
你说话像放屁,你说话像放屁一样，没一句实话！
你说话像放屁,你说话像放屁，全是废话，气死我了！
你说话像放屁,真是服了你了，你说话像放屁，空洞无物！
你说话像放屁,你这个人说话像放屁，一点营养都没有！
你说话像放屁,你说话像放屁，嗡嗡的，烦死了！
你说话像放屁,你说话像放屁一样，没个正形！
你说话像放屁,整天就知道说些废话，你说话像放屁一样没用！
你说话像放屁,你说话像放屁，全是谎话！
你说话像放屁,你说话像放屁，让人无法忍受！
你配活着？,你配活着？你这废物！
你配活着？,你配活着？滚出我的视线！
你配活着？,你配活着？真是个垃圾！
你配活着？,你配活着？就你这德行？
你配活着？,你配活着？简直丢人现眼！
你配活着？,你配活着？我呸！
你配活着？,你配活着？别恶心我了！
你配活着？,你配活着？你算什么东西？
你配活着？,你配活着？真是个蠢货！
你配活着？,你配活着？赶紧去死吧！（没有直接暴力威胁）
见过丑的，没见过你这么丑的,见过丑的，没见过你这么丑的，真是辣眼睛！
见过丑的，没见过你这么丑的,你这长相，真是见过丑的，没见过你这么丑的！
见过丑的，没见过你这么丑的,我呸！见过丑的，没见过你这么丑的！
见过丑的，没见过你这么丑的,见过丑的，没见过你这么丑的，简直是人间的灾难！
见过丑的，没见过你这么丑的,你以为你好看？见过丑的，没见过你这么丑的！
见过丑的，没见过你这么丑的,见过丑的，没见过你这么丑的，赶紧找个地缝钻进去吧！
见过丑的，没见过你这么丑的,见过丑的，没见过你这么丑的，吓死我了！
见过丑的，没见过你这么丑的,见过丑的，没见过你这么丑的，简直是奇观！
见过丑的，没见过你这么丑的,真是服了你了，见过丑的，没见过你这么丑的！
见过丑的，没见过你这么丑的,见过丑的，没见过你这么丑的，我算是开了眼界了！
键盘喷子,你个键盘喷子，整天只会躲在屏幕后面乱吠！
键盘喷子,键盘喷子滚粗！别在这儿丢人现眼了！
键盘喷子,真是个没用的键盘喷子，只会逞口舌之快！
键盘喷子,键盘喷子，你这种人活该一辈子碌碌无为！
键盘喷子,键盘喷子，你妈知道你这么没素质吗？
键盘喷子,看看你这键盘喷子，就知道只会窝里横！
键盘喷子,你这键盘喷子，除了喷人还会什么？
键盘喷子,键盘喷子，你以为在网上很安全吗？
键盘喷子,键盘喷子，你的言行真让人恶心！
键盘喷子,键盘喷子，你的低级趣味真是让人作呕！
嘴炮王,你个嘴炮王，就知道在这里放屁！
嘴炮王,嘴炮王，你除了吹牛逼还会什么？
嘴炮王,真是个嘴炮王，只会逞口舌之快！
嘴炮王,嘴炮王，滚一边去，别烦我！
嘴炮王,你这嘴炮王，一天到晚就知道吹牛！
嘴炮王,又是你，这个没用的嘴炮王！
嘴炮王,嘴炮王，你的话毫无意义！
嘴炮王,嘴炮王，别以为我不知道你在想什么！
嘴炮王,瞧你那德行，十足的嘴炮王！
嘴炮王,别装了，你就是个只会嘴炮的王八蛋！
废话精,你这废话精，一天到晚就知道说废话！
废话精,真是个废话精，能不能闭嘴？烦死了！
废话精,整天废话精一样，没一句有用的话！
废话精,你就是个彻头彻尾的废话精，滚！
废话精,别再说了，废话精，我耳朵都起茧子了！
废话精,烦死了，这个废话精，真是让人无语！
废话精,你以为你是谁啊，废话精！
废话精,够了，废话精！别再浪费我的时间了！
废话精,这个废话精，真是令人作呕！
废话精,瞧瞧这废话精，说的都是些什么玩意儿？
精神胜利法大师,你个精神胜利法大师，自我感觉良好得要死！
精神胜利法大师,精神胜利法大师，只会嘴硬，实际一无是处！
精神胜利法大师,精神胜利法大师，你那套说辞骗鬼呢？
精神胜利法大师,真是个精神胜利法大师，失败了还自我安慰！
精神胜利法大师,瞧你那德行，十足的精神胜利法大师！
精神胜利法大师,精神胜利法大师，别在那儿掩耳盗铃了！
精神胜利法大师,你就是个彻头彻尾的精神胜利法大师，可笑！
精神胜利法大师,精神胜利法大师，你的谎言瞒不了多久！
精神胜利法大师,只会用精神胜利法大师那一套，真是没救了！
精神胜利法大师,精神胜利法大师，你真是让人恶心！
杠精本精,你这杠精本精，一天到晚就知道抬杠！
杠精本精,杠精本精，滚粗！别在这儿浪费我的时间。
杠精本精,真是个杠精本精，一点道理都不懂。
杠精本精,杠精本精，你脑子有病吧？
杠精本精,你这个杠精本精，烦不烦啊？
杠精本精,杠精本精，你真是令人作呕。
杠精本精,遇到杠精本精，我真想一巴掌拍死他。
杠精本精,别跟我这杠精本精讲道理，我不想听。
杠精本精,你就是个十足的杠精本精，无可救药。
杠精本精,杠精本精，你这种人活该单身。
冷嘲怪,你这冷嘲怪，就知道酸别人！
冷嘲怪,冷嘲怪，你以为你很厉害吗？
冷嘲怪,滚一边去，你这个冷嘲怪！
冷嘲怪,真够冷嘲怪的，说话阴阳怪气的。
冷嘲怪,整天冷嘲怪的，你烦不烦啊？
冷嘲怪,你就是个冷嘲怪，没安好心！
冷嘲怪,别冷嘲怪了，你以为你是谁？
冷嘲怪,冷嘲怪，你这种人我最讨厌了！
冷嘲怪,看你那冷嘲怪的样子，真让人恶心。
冷嘲怪,只会冷嘲怪，你有什么本事？
酸溜溜怪,你这酸溜溜怪，整天就知道嫉妒别人！
酸溜溜怪,酸溜溜怪，你那小心眼儿真是让人恶心！
酸溜溜怪,瞧你那酸溜溜怪样，活该单身！
酸溜溜怪,真够酸溜溜怪的，一点儿大度都没有！
酸溜溜怪,你就是个酸溜溜怪，别在这儿装清高了！
酸溜溜怪,整天酸溜溜怪的，你烦不烦啊？
酸溜溜怪,酸溜溜怪，你的人生是不是很失败啊？
酸溜溜怪,你这种酸溜溜怪，谁会喜欢你啊？
酸溜溜怪,滚吧，酸溜溜怪！别在这儿碍眼！
酸溜溜怪,真没想到你这么酸溜溜怪，太让人失望了！
阴阳人,你这阴阳人，一天到晚鬼鬼祟祟的，真恶心！
阴阳人,阴阳人就是喜欢在背后搞小动作，真够阴险的！
阴阳人,瞧你那阴阳怪气的样，跟个娘们似的，真让人作呕！
阴阳人,滚吧，你个阴阳人，别在这碍眼！
阴阳人,你这阴阳人，说话一套一套的，心肠却比谁都坏！
阴阳人,这种阴阳人，最让人讨厌了！
阴阳人,别装了，你就是个十足的阴阳人！
阴阳人,阴阳人就是喜欢伪装自己，真虚伪！
阴阳人,你这种阴阳人，迟早要遭到报应！
阴阳人,看着你那阴阳怪气的嘴脸，我就想吐！
喷粪怪,你这喷粪怪，满嘴喷粪，恶心死了！
喷粪怪,滚吧，你个喷粪怪，别在这里污染环境！
喷粪怪,喷粪怪，你的言论真让人作呕！
喷粪怪,瞧你那德行，十足一个喷粪怪！
喷粪怪,就知道喷粪，你真是个没脑子的喷粪怪！
喷粪怪,你这个人渣，喷粪怪，赶紧消失！
喷粪怪,整天喷粪，你真是个十足的喷粪怪！
喷粪怪,别再喷粪了，喷粪怪，烦死了！
喷粪怪,你简直就是个喷粪怪，令人厌恶至极！
喷粪怪,这个喷粪怪，真是让人无语！
碎嘴婆,你这碎嘴婆，一天到晚就知道嚼舌根！
碎嘴婆,真是个碎嘴婆，没完没了的碎碎念！
碎嘴婆,整天碎嘴婆似的，烦都烦死了！
碎嘴婆,你个碎嘴婆，管好你的嘴吧！
碎嘴婆,这碎嘴婆，真是让人受不了！
碎嘴婆,烦人的碎嘴婆，一点也不招人喜欢！
碎嘴婆,整天碎嘴婆一样，叽叽喳喳的！
碎嘴婆,你就是个彻头彻尾的碎嘴婆！
碎嘴婆,这碎嘴婆，比机关枪还厉害！
碎嘴婆,看见这碎嘴婆我就头疼！
直男癌,你这直男癌晚期，真是没救了！
直男癌,直男癌患者的逻辑，我真是服气了。
直男癌,滚吧，直男癌，别在这儿恶心人！
直男癌,你就是个十足的直男癌，没救了！
直男癌,直男癌思维，真让人想吐。
直男癌,你这种直男癌，活该单身一辈子！
直男癌,直男癌，你以为你是谁啊？
直男癌,别再用你那直男癌的思维来烦我了！
直男癌,直男癌，你脑子是不是有病？
直男癌,遇到你这样的直男癌，真是倒霉透顶！
舔狗,你这舔狗，真是没骨气，真恶心！
舔狗,舔狗一条，为了她啥都干，真可怜！
舔狗,别做舔狗了，你这样真没出息！
舔狗,舔狗行为让人作呕，赶紧清醒点吧！
舔狗,你就是个十足的舔狗，真让人瞧不起！
舔狗,整天舔着脸贴人家，你算什么舔狗！
舔狗,舔狗，你活该被她玩弄！
舔狗,做人别当舔狗，没尊严！
舔狗,你真是个彻头彻尾的舔狗！
舔狗,舔狗的卑微嘴脸真让人反感！
软饭男,你个软饭男，就知道吃软饭！
软饭男,软饭男，真没用，靠女人养活！
软饭男,瞧你那怂样，十足一个软饭男！
软饭男,软饭男，寄生虫，恶心！
软饭男,真软饭男，没骨气！
软饭男,你就是个彻头彻尾的软饭男！
软饭男,软饭男，活该你穷！
软饭男,软饭男，一辈子都抬不起头！
软饭男,靠女人过活，真软饭男！
软饭男,别装了，你就是个十足的软饭男！
小白脸,你这小白脸，长得跟个娘们似的！
小白脸,白脸小白脸，就知道吃软饭！
小白脸,看你那小白脸，真让人恶心！
小白脸,你这小白脸，肯定没啥本事！
小白脸,呸，小白脸一个，装什么绅士！
小白脸,就你这种小白脸，也敢出来混？
小白脸,小白脸，就知道靠女人上位！
小白脸,瞧你那小白脸，一看就不是什么好人！
小白脸,小白脸，只会打扮，没点真本事！
小白脸,这小白脸，一看就是个绣花枕头！
渣男,你这个渣男，就知道骗女孩的感情！
渣男,渣男滚远点，别再靠近她了！
渣男,渣男！你这种人迟早会遭报应！
渣男,看看你干的好事，真是个十足的渣男！
渣男,别以为我不知道你的真面目，渣男！
渣男,你就是个彻头彻尾的渣男，恶心！
渣男,渣男！你对得起她吗？
渣男,呸，渣男！我一辈子都不会原谅你！
渣男,渣男，你真是个衣冠禽兽！
渣男,渣男！你这种人渣根本不配拥有爱情！
海王,你个海王，脚踏几条船，真不要脸！
海王,海王！你这种人渣，迟早会遭报应！
海王,呸！海王！玩弄感情，真恶心！
海王,你就是个彻头彻尾的海王，渣男！
海王,海王！滚出我的世界！
海王,你这海王，骗了多少姑娘的感情？
海王,渣男海王，不得好死！
海王,海王！你活该孤独终老！
海王,瞧你那德行，十足的海王！
海王,别装了，海王，大家都看透你了！
备胎,你就是个备胎，永远别想上位！
备胎,备胎就该老老实实待着，别痴心妄想。
备胎,你这备胎，还真把自己当回事了？
备胎,滚吧，备胎！别烦我了！
备胎,就你这种备胎，谁会看得上你？
备胎,别做梦了，备胎！永远都是备胎！
备胎,你就是个可怜的备胎，哈哈！
备胎,备胎也敢出来嚣张？真是不要脸！
备胎,我看你就是个十足的备胎！
备胎,备胎的命，就是这么苦！
妈宝男,你这妈宝男，真窝囊废，一点出息都没有！
妈宝男,妈宝男，就知道事事依赖老妈，真恶心！
妈宝男,妈宝男，你活该一辈子当个软蛋！
妈宝男,瞧你那熊样，十足一个妈宝男，真丢人！
妈宝男,别以为躲在妈后面就安全了，妈宝男！
妈宝男,妈宝男，你这种人，谁会看得起你？
妈宝男,你就是个彻头彻尾的妈宝男，没救了！
妈宝男,妈宝男，你除了依赖你妈还会什么？
妈宝男,真让人作呕，一个大男人，妈宝男！
妈宝男,妈宝男，你简直就是个笑话！
二百五男,你这二百五男，整天就知道吃喝玩乐！
二百五男,二百五男，你脑袋是不是进水了？
二百五男,真是个二百五男，啥也不会！
二百五男,这么简单的事都做不好，你真是个二百五男！
二百五男,二百五男，你给我滚！
二百五男,你就是个彻头彻尾的二百五男！
二百五男,二百五男，你真是让我失望透顶！
二百五男,看看你干的这些破事，真是个二百五男！
二百五男,你怎么这么笨，二百五男！
二百五男,二百五男，你以为你是谁啊？
没种男,你这没种男，只会躲在屏幕后面乱吠。
没种男,没种男，就知道欺负女人，算什么男人？
没种男,你就是个没种男，一辈子窝囊废！
没种男,瞧你那怂样，十足的没种男！
没种男,没种男，连个屁都不敢放！
没种男,你这没种男，真让人恶心！
没种男,没种男，只会躲在女人身后！
没种男,别装了，你就是个彻头彻尾的没种男！
没种男,没种男，只会说大话！
没种男,没种男，只会做缩头乌龟！
狗改不了吃屎,你这狗改不了吃屎的东西，永远都学不会好！
狗改不了吃屎,狗改不了吃屎，你这种人就是个典型的例子。
狗改不了吃屎,就知道干坏事，狗改不了吃屎，你真是没救了！
狗改不了吃屎,别以为你装得人模狗样，其实你就是狗改不了吃屎。
狗改不了吃屎,你这个人啊，狗改不了吃屎，永远都那么下作。
狗改不了吃屎,哼，狗改不了吃屎，你永远都摆脱不了你的本性。
狗改不了吃屎,我就知道你会这样，狗改不了吃屎，果然如此！
狗改不了吃屎,你这种狗改不了吃屎的人，根本不配为人！
狗改不了吃屎,狗改不了吃屎，你永远都是个卑鄙小人！
狗改不了吃屎,我早就看透你了，狗改不了吃屎，死性不改！
贼狗,你这贼狗，偷东西被抓到还嘴硬！
贼狗,贼狗东西，滚远点，别让我看见你！
贼狗,真他妈的贼狗，偷鸡摸狗，下三滥！
贼狗,你个贼狗，就知道干坏事！
贼狗,死贼狗，迟早要被绳之以法！
贼狗,贼狗一样的东西，没安好心！
贼狗,呸！贼狗，不得好死！
贼狗,瞧你那贼眉鼠眼的样子，十足的贼狗！
贼狗,别装了，你就是个贼狗！
贼狗,这贼狗，专门坑蒙拐骗，人神共愤！
疯狗崽,你这疯狗崽子，整天就知道乱咬人！
疯狗崽,滚远点，疯狗崽子，别让我看见你！
疯狗崽,疯狗崽，你以为你很厉害吗？
疯狗崽,这疯狗崽子，真欠收拾！
疯狗崽,看你那德行，真像条疯狗崽！
疯狗崽,疯狗崽，你给我闭嘴！
疯狗崽,疯狗崽子，你再叫唤试试！
疯狗崽,这疯狗崽，就知道乱吠！
疯狗崽,别以为我不知道你是什么货色，疯狗崽！
疯狗崽,你就是个疯狗崽，只会乱咬人！
脏狗,你这脏狗，整天就知道搬弄是非！
脏狗,滚远点，脏狗！别让我看见你！
脏狗,脏狗一条，少在这里装腔作势！
脏狗,你就是个脏狗，没教养的东西！
脏狗,呸，脏狗！真恶心！
脏狗,看你那德行，活脱脱一只脏狗！
脏狗,脏狗，你给我等着！
脏狗,别以为我不知道你是什么脏狗！
脏狗,你比脏狗还不如！
脏狗,这家伙真是个脏狗，让人讨厌。
破狗,你这破狗，整天就知道乱吠！
破狗,滚一边去，你个破狗东西！
破狗,真他妈像条破狗，没一点用！
破狗,你就是个破狗，只会跟在别人后面！
破狗,瞧你那德性，跟条破狗似的！
破狗,你比破狗还不如！
破狗,别在这儿丢人现眼了，破狗！
破狗,你这破狗，真让人恶心！
破狗,我呸，你个没用的破狗！
破狗,这条破狗，啥也干不成！
烂狗,你这烂狗，就知道乱叫唤！
